workerid,trial_number,filler,prime_type,prime_strength,trial_type,prime_target,within_between,category,p1-correct,p1-response,p2-correct,p2-response,t-correct,t-response,strong_response_bool
0,7,"""false""",some,weak,four,four some,between,"""some_weak_four""",0,"""left""",1,"""right""",0,"""right""",1
0,8,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",0,"""left""",1,"""right""",1
0,9,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
0,10,"""true""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""left""",0
0,11,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
0,12,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",1,"""right""",1,"""right""",1
0,13,"""true""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
0,14,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""left""",0
0,15,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",1,"""right""",1,"""left""",0
0,16,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""right""",0,"""left""",1,"""left""",0
0,17,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
0,18,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
0,19,"""true""",four,weak,four,four four,within,"""four_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
0,20,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
0,21,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
0,22,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
0,23,"""true""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",0,"""left""",0,"""right""",1
0,24,"""false""",four,weak,four,four four,within,"""four_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
0,25,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
0,26,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",0,"""left""",0,"""left""",0
0,27,"""false""",some,strong,six,six some,between,"""some_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
0,28,"""false""",some,strong,six,six some,between,"""some_strong_six""",1,"""right""",0,"""left""",1,"""left""",0
0,29,"""false""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""left""",0
0,30,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""left""",0
0,31,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",1,"""right""",1,"""left""",0
0,32,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",1,"""right""",0,"""right""",1
0,33,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
0,34,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
0,35,"""false""",four,strong,six,four six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
0,36,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",0,"""left""",0,"""right""",1
0,37,"""false""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
0,38,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",0,"""left""",1,"""left""",0
0,39,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",0,"""left""",1,"""left""",0
0,40,"""true""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",0,"""left""",1,"""left""",0
0,41,"""false""",six,strong,four,four six,between,"""six_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
0,42,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
0,43,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
0,44,"""false""",some,weak,six,six some,between,"""some_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
0,45,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",0,"""left""",0,"""left""",0
0,46,"""false""",some,strong,four,four some,between,"""some_strong_four""",0,"""left""",0,"""left""",1,"""left""",0
0,47,"""false""",four,strong,six,four six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
0,48,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
0,49,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
0,50,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
0,51,"""false""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
0,52,"""true""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
0,53,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
0,54,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
0,55,"""false""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
0,56,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
0,57,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
0,58,"""true""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
0,59,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
0,60,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",1,"""right""",0,"""right""",1
0,61,"""true""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
0,62,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",1,"""right""",0,"""right""",1
0,63,"""false""",some,strong,four,four some,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""left""",0
0,64,"""false""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",1,"""right""",1,"""right""",1
0,65,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
0,66,"""true""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
0,67,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
0,68,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
0,69,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",1,"""right""",1,"""right""",1
0,70,"""true""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
0,71,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
0,72,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
1,7,"""false""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
1,8,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
1,9,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",0,"""left""",0,"""left""",0
1,10,"""false""",some,weak,four,four some,between,"""some_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
1,11,"""false""",some,weak,four,four some,between,"""some_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
1,12,"""false""",six,weak,some,six some,between,"""six_weak_some""",1,"""right""",0,"""left""",0,"""left""",0
1,13,"""false""",six,strong,four,four six,between,"""six_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
1,14,"""false""",some,strong,four,four some,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
1,15,"""false""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""right""",1
1,16,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
1,17,"""true""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
1,18,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
1,19,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""right""",1
1,20,"""false""",four,weak,six,four six,between,"""four_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
1,21,"""false""",some,weak,four,four some,between,"""some_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
1,22,"""false""",four,strong,some,four some,between,"""four_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
1,23,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""left""",1,"""right""",1,"""right""",1
1,24,"""false""",six,weak,some,six some,between,"""six_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
1,25,"""false""",some,strong,four,four some,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
1,26,"""true""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
1,27,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
1,28,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""left""",0,"""left""",1,"""right""",1
1,29,"""false""",six,strong,four,four six,between,"""six_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
1,30,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
1,31,"""true""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
1,32,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""left""",0,"""right""",0,"""right""",1
1,33,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
1,34,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",1,"""right""",1,"""right""",1
1,35,"""true""",four,weak,four,four four,within,"""four_weak_four""",0,"""right""",1,"""left""",0,"""right""",1
1,36,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
1,37,"""false""",four,strong,some,four some,between,"""four_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
1,38,"""true""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
1,39,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,40,"""true""",four,weak,four,four four,within,"""four_weak_four""",1,"""left""",1,"""left""",0,"""right""",1
1,41,"""false""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,42,"""false""",four,weak,some,four some,between,"""four_weak_some""",1,"""left""",1,"""left""",0,"""right""",1
1,43,"""true""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
1,44,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
1,45,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",1,"""right""",1,"""right""",1
1,46,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""left""",0
1,47,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,48,"""false""",some,weak,six,six some,between,"""some_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
1,49,"""false""",some,weak,six,six some,between,"""some_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
1,50,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
1,51,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
1,52,"""false""",four,strong,six,four six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
1,53,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""left""",0,"""right""",0,"""right""",1
1,54,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
1,55,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
1,56,"""false""",six,weak,four,four six,between,"""six_weak_four""",1,"""right""",0,"""left""",0,"""right""",1
1,57,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""right""",1,"""left""",0,"""right""",1
1,58,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
1,59,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""left""",0,"""right""",0,"""right""",1
1,60,"""false""",four,weak,some,four some,between,"""four_weak_some""",1,"""left""",0,"""right""",0,"""right""",1
1,61,"""false""",some,strong,six,six some,between,"""some_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,62,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,63,"""true""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
1,64,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
1,65,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
1,66,"""false""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
1,67,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
1,68,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
1,69,"""true""",six,weak,six,six six,within,"""six_weak_six""",1,"""left""",0,"""left""",0,"""right""",1
1,70,"""true""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
1,71,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
1,72,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
2,7,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""left""",0
2,8,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
2,9,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
2,10,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
2,11,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",1,"""right""",1,"""left""",0
2,12,"""true""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
2,13,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",1,"""right""",1,"""left""",0
2,14,"""false""",some,weak,some,some some,within,"""some_weak_some""",0,"""right""",0,"""left""",0,"""left""",0
2,15,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
2,16,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""right""",1,"""left""",1,"""left""",0
2,17,"""false""",four,weak,six,four six,between,"""four_weak_six""",0,"""left""",1,"""right""",0,"""left""",0
2,18,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",0,"""left""",1,"""left""",0
2,19,"""false""",some,weak,four,four some,between,"""some_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
2,20,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",1,"""right""",1,"""left""",0
2,21,"""true""",some,strong,some,some some,within,"""some_strong_some""",0,"""right""",0,"""left""",1,"""left""",0
2,22,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
2,23,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
2,24,"""true""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
2,25,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
2,26,"""false""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
2,27,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""left""",0
2,28,"""false""",six,weak,some,six some,between,"""six_weak_some""",1,"""right""",1,"""right""",0,"""left""",0
2,29,"""true""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",1,"""right""",0,"""left""",0
2,30,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
2,31,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
2,32,"""true""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""",1
2,33,"""false""",six,strong,some,six some,between,"""six_strong_some""",0,"""left""",1,"""right""",1,"""left""",0
2,34,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
2,35,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",1,"""right""",0,"""left""",0
2,36,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""right""",1,"""left""",1,"""right""",1
2,37,"""false""",four,strong,some,four some,between,"""four_strong_some""",1,"""right""",1,"""right""",1,"""left""",0
2,38,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""left""",1,"""left""",1,"""left""",0
2,39,"""true""",four,weak,four,four four,within,"""four_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
2,40,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",1,"""right""",1,"""left""",0
2,41,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",1,"""right""",1,"""left""",0
2,42,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""left""",0
2,43,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""left""",0
2,44,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",0,"""left""",1,"""left""",0
2,45,"""false""",some,weak,six,six some,between,"""some_weak_six""",1,"""right""",1,"""right""",0,"""left""",0
2,46,"""false""",four,strong,six,four six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""left""",0
2,47,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",0,"""left""",0,"""left""",0
2,48,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",0,"""left""",1,"""left""",0
2,49,"""true""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""left""",0
2,50,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",0,"""left""",0,"""left""",0
2,51,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
2,52,"""false""",four,weak,four,four four,within,"""four_weak_four""",0,"""left""",0,"""left""",0,"""left""",0
2,53,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",0,"""left""",1,"""left""",0
2,54,"""true""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""left""",0
2,55,"""false""",six,weak,four,four six,between,"""six_weak_four""",1,"""right""",1,"""right""",0,"""left""",0
2,56,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""left""",0,"""right""",1,"""left""",0
2,57,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",1,"""right""",1,"""left""",0
2,58,"""true""",some,strong,some,some some,within,"""some_strong_some""",1,"""left""",0,"""right""",1,"""left""",0
2,59,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""left""",0,"""right""",1,"""left""",0
2,60,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
2,61,"""false""",four,weak,some,four some,between,"""four_weak_some""",0,"""left""",1,"""right""",0,"""left""",0
2,62,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""left""",0
2,63,"""false""",some,strong,six,six some,between,"""some_strong_six""",1,"""left""",0,"""right""",1,"""left""",0
2,64,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""right""",1,"""left""",1,"""left""",0
2,65,"""false""",four,weak,four,four four,within,"""four_weak_four""",0,"""left""",1,"""right""",0,"""left""",0
2,66,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""right""",0,"""left""",0,"""left""",0
2,67,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""right""",1,"""left""",1,"""left""",0
2,68,"""true""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""left""",0
2,69,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",1,"""right""",0,"""left""",0
2,70,"""false""",six,strong,four,four six,between,"""six_strong_four""",1,"""right""",1,"""right""",1,"""left""",0
2,71,"""true""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""left""",0
2,72,"""false""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",0,"""left""",0,"""left""",0
3,7,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
3,8,"""false""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
3,9,"""true""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",1,"""right""",1,"""right""",1
3,10,"""false""",four,strong,four,four four,within,"""four_strong_four""",1,"""left""",0,"""left""",1,"""right""",1
3,11,"""false""",four,strong,some,four some,between,"""four_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
3,12,"""true""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",0,"""left""",1,"""right""",1
3,13,"""false""",four,strong,some,four some,between,"""four_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
3,14,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
3,15,"""false""",six,weak,four,four six,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""",1
3,16,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
3,17,"""true""",some,weak,some,some some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""right""",1
3,18,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
3,19,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",1,"""right""",1,"""right""",1
3,20,"""false""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
3,21,"""false""",six,weak,some,six some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""right""",1
3,22,"""false""",four,weak,six,four six,between,"""four_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
3,23,"""false""",four,strong,four,four four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
3,24,"""false""",six,weak,some,six some,between,"""six_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
3,25,"""true""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
3,26,"""false""",four,strong,six,four six,between,"""four_strong_six""",0,"""left""",0,"""left""",1,"""right""",1
3,27,"""false""",some,strong,some,some some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""",1
3,28,"""true""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
3,29,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
3,30,"""false""",six,strong,four,four six,between,"""six_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
3,31,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
3,32,"""true""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
3,33,"""false""",some,strong,six,six some,between,"""some_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
3,34,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""left""",0,"""left""",1,"""right""",1
3,35,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
3,36,"""false""",six,strong,six,six six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
3,37,"""false""",six,weak,six,six six,within,"""six_weak_six""",1,"""right""",1,"""right""",0,"""right""",1
3,38,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
3,39,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
3,40,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
3,41,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
3,42,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""right""",0,"""left""",1,"""right""",1
3,43,"""false""",four,strong,some,four some,between,"""four_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
3,44,"""false""",four,weak,some,four some,between,"""four_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
3,45,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
3,46,"""false""",six,strong,some,six some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""",1
3,47,"""false""",some,strong,four,four some,between,"""some_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
3,48,"""true""",four,strong,four,four four,within,"""four_strong_four""",1,"""right""",1,"""right""",1,"""right""",1
3,49,"""true""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""right""",1
3,50,"""false""",six,weak,six,six six,within,"""six_weak_six""",0,"""left""",1,"""right""",0,"""right""",1
3,51,"""false""",four,strong,six,four six,between,"""four_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
3,52,"""false""",some,strong,four,four some,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""right""",1
3,53,"""false""",some,weak,some,some some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
3,54,"""false""",six,strong,four,four six,between,"""six_strong_four""",0,"""left""",0,"""left""",1,"""right""",1
3,55,"""true""",some,strong,some,some some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""",1
3,56,"""false""",six,strong,six,six six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""",1
3,57,"""false""",some,strong,six,six some,between,"""some_strong_six""",0,"""left""",1,"""right""",1,"""right""",1
3,58,"""false""",some,weak,four,four some,between,"""some_weak_four""",1,"""right""",0,"""left""",0,"""right""",1
3,59,"""false""",four,weak,some,four some,between,"""four_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
3,60,"""false""",four,weak,some,four some,between,"""four_weak_some""",1,"""right""",1,"""right""",0,"""right""",1
3,61,"""false""",six,weak,some,six some,between,"""six_weak_some""",1,"""right""",0,"""left""",0,"""right""",1
3,62,"""false""",some,weak,six,six some,between,"""some_weak_six""",0,"""left""",0,"""left""",0,"""right""",1
3,63,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""right""",1
3,64,"""false""",four,weak,four,four four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""right""",1
3,65,"""false""",six,weak,four,four six,between,"""six_weak_four""",1,"""right""",1,"""right""",0,"""right""",1
