workerid,trial_number,trial_type,p2-response,filler,t-response,p1-correct,p1-response,p2-correct,category,t-correct
6,38,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_some""",0
6,39,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_four""",0
6,40,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_some""",0
6,41,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_four""",1
6,42,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""some_strong_some""",1
6,43,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_some""",0
6,44,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_six""",1
6,45,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_weak_four""",0
6,46,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_strong_some""",1
6,47,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_strong_four""",1
6,48,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_weak_some""",0
6,49,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_strong_four""",1
6,50,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_weak_six""",0
6,51,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_some""",0
6,52,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_six""",1
6,53,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_weak_some""",0
6,54,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_six""",0
6,55,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""six_weak_six""",0
6,56,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_weak_four""",0
6,57,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_weak_six""",0
6,58,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_strong_some""",1
6,59,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_weak_four""",0
6,60,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""six_strong_six""",1
6,61,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_weak_six""",0
6,62,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""four_strong_four""",1
6,63,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_four""",1
6,64,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_four""",1
6,65,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""some_strong_some""",1
6,66,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_strong_six""",1
6,67,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""some_weak_some""",0
6,68,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""four_weak_six""",0
6,69,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""four_strong_four""",1
6,70,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_strong_six""",1
6,71,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_strong_four""",1
7,6,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_some""",1
7,7,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_strong_some""",1
7,8,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""six_weak_six""",0
7,9,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""four_weak_four""",0
7,10,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_some""",1
7,11,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""some_strong_some""",1
7,12,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_four""",0
7,13,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_weak_some""",0
7,14,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_six""",1
7,15,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""four_strong_four""",1
7,16,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""some_weak_some""",0
7,17,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_strong_some""",1
7,18,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""four_weak_four""",0
7,19,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_strong_four""",1
7,20,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_weak_six""",0
7,21,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_four""",0
7,22,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_weak_six""",0
7,23,"""primer""","""right""","""true""","""left""",0,"""left""",1,"""four_weak_four""",0
7,24,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""four_strong_four""",1
7,25,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_weak_six""",0
7,26,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_weak_six""",0
7,27,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""some_strong_some""",1
7,28,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_weak_some""",0
7,29,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_six""",1
7,30,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""six_strong_six""",1
7,31,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_weak_four""",0
7,32,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_weak_some""",0
7,33,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_four""",1
7,34,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_strong_some""",1
7,35,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_four""",1
7,36,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_six""",1
7,37,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_weak_four""",0
7,38,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_some""",0
7,39,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_some""",0
7,40,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_strong_four""",1
7,41,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_strong_some""",1
7,42,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_weak_six""",0
7,43,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""six_weak_six""",0
7,44,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_strong_four""",1
7,45,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_weak_six""",0
7,46,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_six""",1
7,47,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_strong_six""",1
7,48,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_strong_six""",1
7,49,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_weak_some""",0
7,50,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_weak_some""",0
7,51,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_weak_six""",0
7,52,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_strong_four""",1
7,53,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""some_strong_four""",1
7,54,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_four""",1
7,55,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_some""",1
7,56,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_weak_four""",0
7,57,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""four_strong_some""",1
7,58,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_weak_four""",0
7,59,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_strong_six""",1
7,60,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_weak_some""",0
7,61,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""some_weak_some""",0
7,62,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_six""",0
7,63,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_strong_six""",1
7,64,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_weak_four""",0
7,65,"""primer""","""right""","""true""","""right""",0,"""left""",1,"""four_strong_four""",1
7,66,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""six_strong_six""",1
7,67,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_weak_four""",0
7,68,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_some""",0
7,69,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""some_weak_six""",0
7,70,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_strong_some""",1
7,71,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_strong_six""",1
8,6,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""some_weak_some""",0
8,7,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""four_weak_six""",0
8,8,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_strong_four""",1
8,9,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""some_weak_some""",0
8,10,"""primer""","""left""","""false""","""left""",0,"""right""",0,"""six_strong_some""",1
8,11,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_weak_six""",0
8,12,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""some_weak_six""",0
8,13,"""primer""","""left""","""false""","""right""",0,"""right""",0,"""some_strong_four""",1
8,14,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""four_strong_some""",1
8,15,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""some_strong_some""",1
8,16,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_strong_some""",1
8,17,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""four_weak_some""",0
8,18,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""six_strong_some""",1
8,19,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""four_strong_four""",1
8,20,"""primer""","""left""","""true""","""right""",0,"""left""",0,"""six_weak_six""",0
8,21,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""six_weak_six""",0
8,22,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""six_weak_six""",0
8,23,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""four_weak_four""",0
8,24,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""six_weak_some""",0
8,25,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_weak_six""",0
8,26,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_weak_four""",0
8,27,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""six_strong_six""",1
8,28,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""six_strong_six""",1
8,29,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_six""",1
8,30,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_strong_six""",1
8,31,"""primer""","""left""","""false""","""right""",0,"""left""",0,"""four_strong_four""",1
8,32,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""four_weak_four""",0
8,33,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""some_weak_four""",0
8,34,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""some_weak_six""",0
8,35,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""four_strong_six""",1
8,36,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""six_weak_four""",0
8,37,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""six_strong_four""",1
8,38,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_strong_six""",1
8,39,"""primer""","""left""","""true""","""left""",0,"""left""",0,"""some_strong_some""",1
8,40,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_weak_four""",0
8,41,"""primer""","""left""","""true""","""left""",0,"""left""",0,"""some_strong_some""",1
8,42,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_strong_six""",1
8,43,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_weak_four""",0
8,44,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""four_weak_four""",0
8,45,"""primer""","""left""","""true""","""left""",0,"""left""",0,"""some_weak_some""",0
8,46,"""primer""","""right""","""true""","""right""",1,"""right""",1,"""four_strong_four""",1
8,47,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""some_strong_four""",1
8,48,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""four_strong_some""",1
8,49,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_weak_some""",0
8,50,"""primer""","""left""","""false""","""right""",0,"""right""",0,"""six_strong_six""",1
8,51,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""six_weak_some""",0
8,52,"""primer""","""left""","""true""","""left""",0,"""left""",0,"""some_weak_some""",0
8,53,"""primer""","""right""","""false""","""right""",1,"""right""",1,"""some_strong_four""",1
8,54,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""six_strong_some""",1
8,55,"""primer""","""left""","""true""","""right""",1,"""right""",0,"""six_strong_six""",1
8,56,"""primer""","""right""","""false""","""right""",0,"""right""",1,"""some_weak_six""",0
8,57,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""six_weak_some""",0
8,58,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""four_weak_four""",0
8,59,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""some_strong_six""",1
8,60,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_weak_four""",0
8,61,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""four_strong_some""",1
8,62,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""some_weak_some""",0
8,63,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""four_weak_some""",0
8,64,"""primer""","""left""","""false""","""left""",1,"""right""",0,"""four_weak_six""",0
8,65,"""primer""","""right""","""true""","""left""",1,"""right""",1,"""six_strong_six""",1
8,66,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""four_weak_six""",0
8,67,"""primer""","""right""","""false""","""left""",0,"""left""",1,"""four_strong_four""",1
8,68,"""primer""","""right""","""false""","""right""",0,"""left""",1,"""four_strong_four""",1
8,69,"""primer""","""right""","""false""","""left""",1,"""right""",1,"""some_strong_some""",1
8,70,"""primer""","""left""","""false""","""left""",0,"""left""",0,"""four_weak_four""",0
8,71,"""primer""","""left""","""false""","""right""",1,"""right""",0,"""six_strong_four""",1
